RegionSet,Region,Metric,Weighting,P1,P1Slope,P1p,P2,P2Slope,P2p,DeltaSlope
world,"SouthCentralAsia",OSDMA8,area,1990-2006,4.83608070842623,2.95369219390664e-06,2007-2022,0.339016031753091,0.868209873022441,-4.49706467667314
world,"SouthCentralAsia",OSDMA8,pop,1990-2006,3.13332989435055,0.0165730473089093,2007-2022,2.47678984041855,0.207837240141817,-0.656540053931999
areacode,"CONUS",AnnualMean,area,1990-2006,1.30577088419008,0.0876867389260277,2007-2022,-0.3556395277556,0.484165791994528,-1.66141041194568
areacode,"CONUS",AnnualMean,pop,1990-2006,0.496112012309087,0.441046594605408,2007-2022,-0.400520621654915,0.328700922778725,-0.896632633964002
areacode,"CONUS",OSDMA8,area,1990-2006,1.32231990436388,0.168457226518847,2007-2022,-1.71139035646806,0.0114396027059834,-3.03371026083194
areacode,"CONUS",OSDMA8,pop,1990-2006,0.263888621912553,0.77321982622009,2007-2022,-2.12455528841675,0.000310328247060541,-2.3884439103293
areacode,"Europe",AnnualMean,area,1990-2006,1.15957101243465,0.174474662434672,2007-2022,-0.277067455060071,0.479710536436586,-1.43663846749472
areacode,"Europe",AnnualMean,pop,1990-2006,0.858188117695597,0.42444077780673,2007-2022,-0.301820697933954,0.481627990603758,-1.16000881562955
areacode,"Europe",OSDMA8,area,1990-2006,0.624617493424403,0.523819684472764,2007-2022,-1.15230213732598,0.0199950972416752,-1.77691963075038
areacode,"Europe",OSDMA8,pop,1990-2006,0.314692777570733,0.809956704064251,2007-2022,-1.25386709651124,0.0228616829277225,-1.56855987408198
areacode,"EastAsia",AnnualMean,area,1990-2006,4.10254654240075,7.06257430018063e-14,2007-2022,2.97077432138633,0.012987422568673,-1.13177222101442
areacode,"EastAsia",AnnualMean,pop,1990-2006,4.19024254492224,7.24064016252525e-12,2007-2022,5.18769459261543,0.0140311993159498,0.997452047693196
areacode,"EastAsia",OSDMA8,area,1990-2006,4.95949722992215,3.56402452567203e-33,2007-2022,3.30598498075663,0.00531624100899218,-1.65351224916552
areacode,"EastAsia",OSDMA8,pop,1990-2006,5.71561919442299,4.87429888054155e-09,2007-2022,7.4071048548293,0.0003830156786034,1.6914856604063
GBD,"Asia Pacific, High Income",AnnualMean,area,1990-2006,4.03263168148991,1.62507173134752e-25,2007-2022,0.523851739612587,0.762428255640737,-3.50877994187733
GBD,"Asia Pacific, High Income",AnnualMean,pop,1990-2006,3.00024314261258,0.000301903740670627,2007-2022,2.06089189529763,0.153199165995626,-0.939351247314954
GBD,"Asia Pacific, High Income",OSDMA8,area,1990-2006,4.68179171388274,3.36194021298938e-17,2007-2022,-1.02907225869618,0.596363057624048,-5.71086397257891
GBD,"Asia Pacific, High Income",OSDMA8,pop,1990-2006,3.93469152953244,9.93617021106861e-06,2007-2022,0.771455174347216,0.630750189241135,-3.16323635518523
GBD,"Asia, Central",AnnualMean,area,1990-2006,5.24105960825969,0.0475990482101996,2007-2022,-0.308854448010478,0.938147576205275,-5.54991405627017
GBD,"Asia, Central",AnnualMean,pop,1990-2006,7.04078949812252,0.00298877322155589,2007-2022,-3.72345583029794,0.513453488279399,-10.7642453284205
GBD,"Asia, Central",OSDMA8,area,1990-2006,6.2874028275049,0.0380741892182065,2007-2022,-0.100004656349325,0.979771012366125,-6.38740748385423
GBD,"Asia, Central",OSDMA8,pop,1990-2006,7.8542263963964,0.00222262574057803,2007-2022,-2.81239456353625,0.60562727749878,-10.6666209599326
GBD,"Asia, East",AnnualMean,area,1990-2006,5.18911287881189,7.94294719802992e-10,2007-2022,3.66123707405401,0.0222609522240861,-1.52787580475788
GBD,"Asia, East",AnnualMean,pop,1990-2006,4.37776961564323,8.24482207117822e-12,2007-2022,5.54755137471114,0.0144027463336783,1.16978175906791
GBD,"Asia, East",OSDMA8,area,1990-2006,5.80208508801042,8.01571146610809e-15,2007-2022,5.54508270413715,3.71698067971307e-06,-0.257002383873276
GBD,"Asia, East",OSDMA8,pop,1990-2006,5.96979893083154,1.29266548458482e-10,2007-2022,8.30851597920708,0.000135595267960414,2.33871704837554
GBD,"Asia, South",AnnualMean,area,1990-2006,2.49825862246477,0.0281672589792062,2007-2022,1.20490552700226,0.691932138186687,-1.29335309546251
GBD,"Asia, South",AnnualMean,pop,1990-2006,1.75288828261139,0.181357104293197,2007-2022,2.70930017758254,0.286391602929389,0.956411894971143
GBD,"Asia, South",OSDMA8,area,1990-2006,3.55119140136154,0.00949236593188896,2007-2022,1.31637445514882,0.5536339921753,-2.23481694621272
GBD,"Asia, South",OSDMA8,pop,1990-2006,2.82061297582887,0.047675094841492,2007-2022,2.75943512147475,0.179650023966977,-0.0611778543541197
GBD,"Asia, Southeast",AnnualMean,area,1990-2006,-0.0357587877214931,0.979437554754543,2007-2022,5.52053127722788,8.56792943899578e-10,5.55629006494937
GBD,"Asia, Southeast",AnnualMean,pop,1990-2006,2.22059067465529,0.118241399408919,2007-2022,4.42034564806603,2.94055985718415e-13,2.19975497341073
GBD,"Asia, Southeast",OSDMA8,area,1990-2006,-0.226794257399181,0.870885367464849,2007-2022,5.67550970485762,1.35707372733309e-19,5.9023039622568
GBD,"Asia, Southeast",OSDMA8,pop,1990-2006,2.2364276610399,0.0437342514671494,2007-2022,4.41815430403629,1.16115430046744e-06,2.18172664299639
GBD,"Australasia",AnnualMean,area,1990-2006,0.161665790810909,0.879050805115744,2007-2022,-2.86783688881992,0.111228367464643,-3.02950267963083
GBD,"Australasia",AnnualMean,pop,1990-2006,1.06402493365779,0.208236154327412,2007-2022,-3.14405307342277,0.00130123683144468,-4.20807800708056
GBD,"Australasia",OSDMA8,area,1990-2006,0.0116823981399213,0.990369495546973,2007-2022,-3.95782661726084,0.0756374565511203,-3.96950901540076
GBD,"Australasia",OSDMA8,pop,1990-2006,0.680220032517086,0.313262309126815,2007-2022,-3.78470493427208,0.000690430641967328,-4.46492496678916
GBD,"Caribbean",AnnualMean,area,1990-2006,-1.59745822150024,0.12818509286022,2007-2022,1.28802452581978,0.0889375466837558,2.88548274732003
GBD,"Caribbean",AnnualMean,pop,1990-2006,-1.59716994414679,0.349852512663118,2007-2022,1.07092162601347,0.438043652692403,2.66809157016027
GBD,"Caribbean",OSDMA8,area,1990-2006,-1.69633510345305,0.126812231381112,2007-2022,0.813866750646483,0.408326418359989,2.51020185409954
GBD,"Caribbean",OSDMA8,pop,1990-2006,-1.51764665706663,0.321182406452459,2007-2022,0.44484023518294,0.785645916505834,1.96248689224957
GBD,"Europe, Central",AnnualMean,area,1990-2006,-0.754819103787119,0.518791961878562,2007-2022,-0.080336179459701,0.951007820606643,0.674482924327418
GBD,"Europe, Central",AnnualMean,pop,1990-2006,-0.422424596690446,0.710250910274681,2007-2022,0.0857027553252666,0.949786100086085,0.508127352015712
GBD,"Europe, Central",OSDMA8,area,1990-2006,-1.72818210255238,0.247004071405142,2007-2022,-1.18609271150792,0.458947972665506,0.542089391044464
GBD,"Europe, Central",OSDMA8,pop,1990-2006,-1.3568291773051,0.3775441350981,2007-2022,-0.883430739692529,0.590790253235753,0.473398437612572
GBD,"Europe, Eastern",AnnualMean,area,1990-2006,0.461052193211865,0.583560009228383,2007-2022,1.92002881281777,0.105790667247229,1.45897661960591
GBD,"Europe, Eastern",AnnualMean,pop,1990-2006,-0.955449214909032,0.646010508811754,2007-2022,-0.759374615429522,0.637477170724317,0.19607459947951
GBD,"Europe, Eastern",OSDMA8,area,1990-2006,1.48600892970413,0.0859964326165645,2007-2022,0.78439180002246,0.481621468909739,-0.701617129681673
GBD,"Europe, Eastern",OSDMA8,pop,1990-2006,-0.757851486283083,0.77383452670358,2007-2022,-2.17565069671879,0.209843877138612,-1.41779921043571
GBD,"Europe, Western",AnnualMean,area,1990-2006,1.19793161257535,0.0167837536843592,2007-2022,1.17080329393003,0.00674158166311356,-0.0271283186453222
GBD,"Europe, Western",AnnualMean,pop,1990-2006,0.683425336238042,0.283347379531103,2007-2022,2.09350250804309,0.00133081028278834,1.41007717180505
GBD,"Europe, Western",OSDMA8,area,1990-2006,0.903022852556708,0.104122179015699,2007-2022,0.350783785588531,0.558760305569609,-0.552239066968178
GBD,"Europe, Western",OSDMA8,pop,1990-2006,0.574780893813095,0.501377900997152,2007-2022,1.10836812551583,0.192586732842885,0.533587231702738
GBD,"Latin America, Andean",AnnualMean,area,1990-2006,-1.907225651412,0.340964505770717,2007-2022,1.32816145117488,0.185388740113057,3.23538710258689
GBD,"Latin America, Andean",AnnualMean,pop,1990-2006,-1.58695197326304,0.30505263764222,2007-2022,0.893271837691729,0.375227054624998,2.48022381095477
GBD,"Latin America, Andean",OSDMA8,area,1990-2006,-2.11442585934776,0.248575701738451,2007-2022,1.19358591587277,0.211221085676142,3.30801177522053
GBD,"Latin America, Andean",OSDMA8,pop,1990-2006,-1.3247771361092,0.296299420103082,2007-2022,0.88043638209023,0.273403992349032,2.20521351819943
GBD,"Latin America, Central",AnnualMean,area,1990-2006,-1.05411115812452,0.167286570267592,2007-2022,0.927883666888753,0.142633166811395,1.98199482501327
GBD,"Latin America, Central",AnnualMean,pop,1990-2006,0.0308360791853773,0.967168667138273,2007-2022,0.0899996814499956,0.916288151993829,0.0591636022646183
GBD,"Latin America, Central",OSDMA8,area,1990-2006,-1.03635728642085,0.151251067045149,2007-2022,0.439122889500271,0.390914545100674,1.47548017592112
GBD,"Latin America, Central",OSDMA8,pop,1990-2006,0.223760818752935,0.795390953950165,2007-2022,-0.772109444046133,0.289723392233619,-0.995870262799068
GBD,"Latin America, Southern",AnnualMean,area,1990-2006,0.486967007432095,0.663585968448833,2007-2022,-0.867133725171887,0.368970923268973,-1.35410073260398
GBD,"Latin America, Southern",AnnualMean,pop,1990-2006,0.661998666916409,0.577866996432112,2007-2022,-0.602871375442275,0.578191372686412,-1.26487004235868
GBD,"Latin America, Southern",OSDMA8,area,1990-2006,0.672563288186897,0.511386868774448,2007-2022,-1.4753691569224,0.162860441999729,-2.1479324451093
GBD,"Latin America, Southern",OSDMA8,pop,1990-2006,1.68040437880166,0.155534236807638,2007-2022,-2.10224293158604,0.0190762489715448,-3.78264731038769
GBD,"Latin America, Tropical",AnnualMean,area,1990-2006,-1.33788491732391,0.471229130013538,2007-2022,1.3321738751187,0.193234625073061,2.67005879244261
GBD,"Latin America, Tropical",AnnualMean,pop,1990-2006,-0.533066140826512,0.76584450297156,2007-2022,1.16657985594638,0.181329815917704,1.69964599677289
GBD,"Latin America, Tropical",OSDMA8,area,1990-2006,-1.67435381798399,0.374094076791706,2007-2022,0.986918462252914,0.364264866588508,2.6612722802369
GBD,"Latin America, Tropical",OSDMA8,pop,1990-2006,-0.572465742310795,0.725896235541029,2007-2022,0.507581668301229,0.644482396483945,1.08004741061202
GBD,"North Africa / Middle East",AnnualMean,area,1990-2006,4.7024266473583,0.00276297682018925,2007-2022,-3.23908447037175,0.00581434491046678,-7.94151111773006
GBD,"North Africa / Middle East",AnnualMean,pop,1990-2006,4.69673839279189,0.000197429185698961,2007-2022,-5.14400134277515,8.51869478768531e-05,-9.84073973556704
GBD,"North Africa / Middle East",OSDMA8,area,1990-2006,4.2442041349189,0.000646695863226311,2007-2022,-2.89444978914326,0.000324817014443753,-7.13865392406216
GBD,"North Africa / Middle East",OSDMA8,pop,1990-2006,4.17009153656338,0.000743898646394047,2007-2022,-3.99373252505874,0.000255237942516878,-8.16382406162212
GBD,"North America, High Income",AnnualMean,area,1990-2006,2.00991861573643,0.00972579077424248,2007-2022,1.04246156416812,0.130386127686489,-0.967457051568311
GBD,"North America, High Income",AnnualMean,pop,1990-2006,0.594498548186989,0.331589946946085,2007-2022,-0.462147225512969,0.254733084049954,-1.05664577369996
GBD,"North America, High Income",OSDMA8,area,1990-2006,1.87715909162427,0.00397095739058568,2007-2022,-0.0117616606338509,0.985783656752818,-1.88892075225812
GBD,"North America, High Income",OSDMA8,pop,1990-2006,0.409179074053593,0.653853830957072,2007-2022,-2.23088280528448,0.000119380875337117,-2.64006187933807
GBD,"Oceania",AnnualMean,area,1990-2006,-1.93821362953775,0.0575360575854202,2007-2022,5.35186962062226,0.000886714470222049,7.29008325016001
GBD,"Oceania",AnnualMean,pop,1990-2006,-2.59610217162783,0.0768430421817485,2007-2022,4.21214658054043,0.0731899580489848,6.80824875216826
GBD,"Oceania",OSDMA8,area,1990-2006,-1.93750283418046,0.0405494238948965,2007-2022,4.96217754411087,0.0040038310133612,6.89968037829133
GBD,"Oceania",OSDMA8,pop,1990-2006,-2.81553123277771,0.0259242562738438,2007-2022,4.82565077354565,0.0677367800397966,7.64118200632336
GBD,"Sub-Saharan Africa, Central",AnnualMean,area,1990-2006,-2.70701823011073,0.0136661124646562,2007-2022,3.94634048276169,0.000466038038657127,6.65335871287242
GBD,"Sub-Saharan Africa, Central",AnnualMean,pop,1990-2006,-2.54461355244047,0.0450613697835852,2007-2022,4.39867092957704,0.000244357111874677,6.94328448201752
GBD,"Sub-Saharan Africa, Central",OSDMA8,area,1990-2006,-2.49790433912252,0.095156712218625,2007-2022,2.41541932577564,0.141185769449029,4.91332366489816
GBD,"Sub-Saharan Africa, Central",OSDMA8,pop,1990-2006,-2.04457496259529,0.190880637309785,2007-2022,2.66176556066314,0.151097882439297,4.70634052325843
GBD,"Sub-Saharan Africa, East",AnnualMean,area,1990-2006,-0.124235443996671,0.932724302055911,2007-2022,2.54737955816741,0.0129018783896522,2.67161500216408
GBD,"Sub-Saharan Africa, East",AnnualMean,pop,1990-2006,-0.459481280123015,0.766606866318395,2007-2022,2.80574762355835,0.042083896550309,3.26522890368137
GBD,"Sub-Saharan Africa, East",OSDMA8,area,1990-2006,-0.088309775827216,0.932756659122752,2007-2022,1.89354083903244,0.07850359962245,1.98185061485966
GBD,"Sub-Saharan Africa, East",OSDMA8,pop,1990-2006,-0.455828999195227,0.697280143486676,2007-2022,1.89746916383476,0.19879701509432,2.35329816302999
GBD,"Sub-Saharan Africa, Southern",AnnualMean,area,1990-2006,2.57896118613853,0.125132723262086,2007-2022,3.04199584215605,0.119393139534376,0.463034656017522
GBD,"Sub-Saharan Africa, Southern",AnnualMean,pop,1990-2006,4.74915365772496,0.0221712258146689,2007-2022,2.13870169185201,0.363729463993727,-2.61045196587295
GBD,"Sub-Saharan Africa, Southern",OSDMA8,area,1990-2006,2.51978205285593,0.0415466050828093,2007-2022,2.20330715365556,0.341332456887135,-0.316474899200367
GBD,"Sub-Saharan Africa, Southern",OSDMA8,pop,1990-2006,4.83752825954163,0.0017919586367398,2007-2022,1.28764600066614,0.634881661051364,-3.5498822588755
GBD,"Sub-Saharan Africa, West",AnnualMean,area,1990-2006,0.265409847920239,0.87900625119602,2007-2022,2.86174836919911,0.00020725217060741,2.59633852127887
GBD,"Sub-Saharan Africa, West",AnnualMean,pop,1990-2006,-0.714556648615444,0.649599200129372,2007-2022,2.68126824980596,0.000106091915334346,3.3958248984214
GBD,"Sub-Saharan Africa, West",OSDMA8,area,1990-2006,-0.275459625488125,0.837984226701902,2007-2022,2.07222012214787,0.00420644159940537,2.347679747636
GBD,"Sub-Saharan Africa, West",OSDMA8,pop,1990-2006,-0.516428947785851,0.770840584625729,2007-2022,1.77352525197256,0.0528804890069524,2.28995419975841
GBD,"Unknown",AnnualMean,area,1990-2006,2.15481118709602,0.0022373605419303,2007-2022,2.34374233335791,0.00036416772173245,0.188931146261889
GBD,"Unknown",AnnualMean,pop,1990-2006,-2.6962774179241,0.087338212214707,2007-2022,2.07938901579118,0.22695212451647,4.77566643371529
GBD,"Unknown",OSDMA8,area,1990-2006,2.32172688100213,5.38581478478048e-05,2007-2022,0.939679515531038,0.0867669335552393,-1.38204736547109
GBD,"Unknown",OSDMA8,pop,1990-2006,-2.78754473054683,0.085785579669315,2007-2022,1.20828361689222,0.604774779564093,3.99582834743905
WHO,"AFRO",AnnualMean,area,1990-2006,-0.0145299138542423,0.990697112891201,2007-2022,3.16165777251574,1.26005540904347e-05,3.17618768636998
WHO,"AFRO",AnnualMean,pop,1990-2006,-0.444833111150607,0.718626673991498,2007-2022,2.93128505135214,0.00189615933900132,3.37611816250275
WHO,"AFRO",OSDMA8,area,1990-2006,-0.314341650615452,0.738491198003988,2007-2022,2.24664088185829,0.0138135442152378,2.56098253247374
WHO,"AFRO",OSDMA8,pop,1990-2006,-0.384934369035079,0.677897457778607,2007-2022,1.9191752057937,0.111954047410495,2.30410957482878
WHO,"AMRO",AnnualMean,area,1990-2006,0.490496841091973,0.340400123531502,2007-2022,0.94706108863703,0.00674725338660644,0.456564247545057
WHO,"AMRO",AnnualMean,pop,1990-2006,-0.0241932895050325,0.972263857920626,2007-2022,0.167253436061715,0.612063777199145,0.191446725566747
WHO,"AMRO",OSDMA8,area,1990-2006,0.363281141755965,0.49176466626994,2007-2022,0.211840936002094,0.546805139288188,-0.151440205753871
WHO,"AMRO",OSDMA8,pop,1990-2006,0.0341800757241822,0.965652164232318,2007-2022,-0.961130708700645,0.0320152231268785,-0.995310784424828
WHO,"EMRO",AnnualMean,area,1990-2006,4.19370294362695,0.0140848395693011,2007-2022,-2.88299478095573,0.0334266697683419,-7.07669772458267
WHO,"EMRO",AnnualMean,pop,1990-2006,4.85775724086034,5.6702651181528e-05,2007-2022,-3.13417999051266,0.0931298520706115,-7.991937231373
WHO,"EMRO",OSDMA8,area,1990-2006,4.25729435935992,0.000595572433162904,2007-2022,-2.37424099121995,0.0179306951419702,-6.63153535057987
WHO,"EMRO",OSDMA8,pop,1990-2006,5.37844682998814,2.99952713501623e-05,2007-2022,-1.46522608967501,0.330800486145025,-6.84367291966316
WHO,"EURO",AnnualMean,area,1990-2006,1.54449298099561,0.112666540316506,2007-2022,0.709651222353673,0.586272175912843,-0.834841758641938
WHO,"EURO",AnnualMean,pop,1990-2006,1.24482550438732,0.348237319740645,2007-2022,-0.720421683987236,0.495517468146995,-1.96524718837456
WHO,"EURO",OSDMA8,area,1990-2006,2.15831367451196,0.0478128763190332,2007-2022,-0.214328410513509,0.864163185433318,-2.37264208502547
WHO,"EURO",OSDMA8,pop,1990-2006,1.1730473916453,0.478498232287201,2007-2022,-1.52709403087888,0.161371624442672,-2.70014142252418
WHO,"SEARO",AnnualMean,area,1990-2006,0.205217638169617,0.847109026870523,2007-2022,4.60997940209538,0.000218021617667509,4.40476176392576
WHO,"SEARO",AnnualMean,pop,1990-2006,1.36692694375446,0.239400446552883,2007-2022,3.52700863675484,0.0526169887426181,2.16008169300037
WHO,"SEARO",OSDMA8,area,1990-2006,0.516686092121939,0.673010068816303,2007-2022,4.48549719269054,7.80899638913567e-06,3.9688111005686
WHO,"SEARO",OSDMA8,pop,1990-2006,2.0969650235992,0.100454211524457,2007-2022,3.25595242304032,0.0376127173727312,1.15898739944111
WHO,"WPRO",AnnualMean,area,1990-2006,2.41501070370087,2.48875093987242e-07,2007-2022,1.69546664476039,0.121390443231876,-0.719544058940475
WHO,"WPRO",AnnualMean,pop,1990-2006,3.90378175018947,2.67931349882385e-12,2007-2022,5.09996782919528,0.00545559895098705,1.1961860790058
WHO,"WPRO",OSDMA8,area,1990-2006,2.66587669251292,6.55439803589363e-10,2007-2022,1.76855932889287,0.0542756928328003,-0.897317363620046
WHO,"WPRO",OSDMA8,pop,1990-2006,5.16879345940493,3.38885961764541e-15,2007-2022,7.11173777254299,7.08950972765023e-05,1.94294431313805
